(2290649224, 1887465600, 4169691136)
(2290649224, 2013296640, 4169691136)
(2290649224, 141559920, 4169691136)
(1352683680, 1284276288, 4169691136)
(1352683680, 3288598728, 4169691136)
(1352683680, 1176903744, 4169691136)
(1352683680, 1677984354, 4169691136)
(817901760, 713719840, 4169691136)
(817901760, 2718042280, 4169691136)
(817901760, 642138144, 4169691136)
(817901760, 73687554, 4169691136)
(2422247520, 713719840, 4169691136)
(2422247520, 2718042280, 4169691136)
(2422247520, 1284276288, 4169691136)
(2422247520, 3288598728, 4169691136)
(1509972480, 1221362688, 4169691136)
(1509972480, 3225685128, 4169691136)
(1509972480, 1113990144, 4169691136)
(1509972480, 1615070754, 4169691136)
(1342853130, 2147765448, 4169691136)
(1342853130, 143443008, 4169691136)
(1342853130, 537151074, 4169691136)
(1342853130, 36070464, 4169691136)
(1006648320, 682263040, 4169691136)
(1006648320, 2686585480, 4169691136)
(1006648320, 610681344, 4169691136)
(1006648320, 105144354, 4169691136)
(806105100, 2147625640, 4169691136)
(806105100, 143303200, 4169691136)
(806105100, 1073882724, 4169691136)
(806105100, 1646265414, 4169691136)
(2516620800, 682263040, 4169691136)
(2516620800, 2686585480, 4169691136)
(2516620800, 1221362688, 4169691136)
(2516620800, 3225685128, 4169691136)
(2416349190, 715685890, 4169691136)
(2416349190, 2720008330, 4169691136)
(2416349190, 1288208388, 4169691136)
(2416349190, 3292530828, 4169691136)
