(673720360, 147112968, 3288336384, 4467234)
(673720360, 147112968, 2432737792, 1430552610)
(673720360, 147112968, 1141375104, 572673024)
(673720360, 147112968, 1428833288, 855640200)
(673720360, 147112968, 290202188, 285214890)
(673720360, 147112968, 2434957312, 855688260)
(673720360, 147112968, 2147483776, 1145316002)
(673720360, 147112968, 138678690, 855690368)
(673720360, 147112968, 704664960, 289704098)
(673720360, 147112968, 1719671040, 1426063402)
(673720360, 147112968, 8395110, 855638092)
(673720360, 147112968, 2181201920, 539018308)
(673720360, 147112968, 42074240, 1145348128)
(673720360, 147112968, 1175077896, 538970248)
(673720360, 147112968, 4981326, 10408)
(673720360, 147112968, 1182933032, 4489352)
(673720360, 147112968, 3490979880, 340787722)
(673720360, 147112968, 1385564160, 340830368)
(673720360, 147112968, 332859392, 1427220640)
(673720360, 147112968, 2438275112, 1427177994)
(673720360, 147112968, 130228264, 1090879624)
(673720360, 147112968, 2235631616, 1090857506)
(673720360, 147112968, 1966702592, 320064640)
(673720360, 147112968, 286892132, 290818690)
(673720360, 147112968, 547357262, 50312)
(673720360, 147112968, 2955936840, 303185932)
(673720360, 147112968, 277876290, 808503428)
(673720360, 147112968, 2972795912, 320012364)
(673720360, 147112968, 294735362, 825329860)
(673720360, 147112968, 2164344836, 589499456)
(673720360, 147112968, 564216334, 16876744)
(673720360, 2152483968, 2147503104, 3865444352)
(673720360, 2152483968, 2130725888, 3865444352)
(673720360, 2152483968, 541824, 2147509862)
(673720360, 2152483968, 293601442, 2147509862)
(673720360, 2152483968, 864026752, 3865444352)
(673720360, 2152483968, 423888998, 2147509862)
(673720360, 2152483968, 5000192, 3865444352)
(673720360, 2152483968, 5026560, 3865444352)
(673720360, 2152483968, 2807040, 2147509862)
(673720360, 2152483968, 3290566920, 2147509862)
(673720360, 2152483968, 2147496780, 3865444352)
(673720360, 2152483968, 42074240, 3865444352)
(673720360, 2152483968, 2181201920, 2147509862)
(673720360, 2152483968, 1308773376, 3865444352)
(673720360, 2152483968, 138676806, 2147509862)
(673720360, 2152483968, 299182112, 429457408)
(673720360, 2152483968, 677675522, 3865444352)
(673720360, 2152483968, 1013973120, 3865444352)
(673720360, 2152483968, 341344770, 3865444352)
(673720360, 2152483968, 2100363392, 429457408)
(673720360, 2152483968, 1427735042, 429457408)
(673720360, 2152483968, 1091371136, 429457408)
(673720360, 2152483968, 1764065794, 429457408)
(673720360, 2152483968, 167961632, 2147509862)
(673720360, 2152483968, 403726500, 2147509862)
(673720360, 2152483968, 303742980, 2147509862)
(673720360, 2152483968, 320569412, 429457408)
(673720360, 2152483968, 420552932, 429457408)
(673720360, 2152483968, 184788064, 429457408)
(673720360, 2152483968, 17368256, 429457408)
(673720360, 2152483968, 833702912, 429457408)
(673720360, 3355706568, 3355444224, 677380614)
(673720360, 3355706568, 2701169152, 1096848390)
(673720360, 3355706568, 1073742984, 235036704)
(673720360, 3355706568, 1158304808, 185086080)
(673720360, 3355706568, 558633548, 153620610)
(673720360, 3355706568, 2164428832, 117764160)
(673720360, 3355706568, 1208222792, 101081312)
(673720360, 3355706568, 413401410, 51130432)
(673720360, 3355706568, 1518347520, 1093145602)
(673720360, 3355706568, 369125760, 157323398)
(673720360, 3355706568, 274729350, 251719808)
(673720360, 3355706568, 42074240, 1616937988)
(673720360, 3355706568, 2181201920, 67428448)
(673720360, 3355706568, 1175077896, 134750368)
(673720360, 3355706568, 4981326, 673710208)
(673720360, 3355706568, 556109912, 155292310)
(673720360, 3355706568, 9183842, 67682432)
(673720360, 3355706568, 2215129200, 34492432)
(673720360, 3355706568, 209719890, 134541488)
(673720360, 3355706568, 2298822656, 251863136)
(673720360, 3355706568, 26042914, 84508864)
(673720360, 3355706568, 2231988272, 51318864)
(673720360, 3355706568, 226578962, 151367920)
(673720360, 3355706568, 1655309312, 4751492)
(673720360, 3355706568, 3760721940, 4724242)
(673720360, 3355706568, 1250037780, 677418128)
(673720360, 3355706568, 602604544, 1091141764)
(673720360, 3355706568, 2302739456, 1763770886)
(673720360, 3355706568, 197333012, 1763808400)
(673720360, 3355706568, 2708017172, 1091114514)
(673720360, 3355706568, 1090630712, 251908240)
(673720360, 1082952768, 2348826624, 3259114532)
(673720360, 1082952768, 1325431808, 3259114532)
(673720360, 1082952768, 67125384, 2753839682)
(673720360, 1082952768, 27267202, 2753839682)
(673720360, 1082952768, 58732672, 3259114532)
(673720360, 1082952768, 157554758, 2753839682)
(673720360, 1082952768, 2147483776, 2753839682)
(673720360, 1082952768, 2953577280, 3259114532)
(673720360, 1082952768, 3490317600, 2753839682)
(673720360, 1082952768, 335724840, 2753839682)
(673720360, 1082952768, 809534220, 3259114532)
(673720360, 1082952768, 2181201920, 2753839682)
(673720360, 1082952768, 42074240, 3259114532)
(673720360, 1082952768, 1308773376, 3259114532)
(673720360, 1082952768, 138676806, 2753839682)
(673720360, 1082952768, 639813632, 2753839682)
(673720360, 1082952768, 539252880, 2753839682)
(673720360, 1082952768, 34000920, 2753839682)
(673720360, 1082952768, 656640064, 25237528)
(673720360, 1082952768, 83951816, 25237528)
(673720360, 1082952768, 50827352, 25237528)
(673720360, 1082952768, 556079312, 25237528)
(673720360, 1082952768, 226586672, 25237528)
(673720360, 1082952768, 702615572, 25237528)
(673720360, 1082952768, 4237862, 3259114532)
(673720360, 1082952768, 4209840, 3259114532)
(673720360, 1082952768, 4232730, 3259114532)
(673720360, 1082952768, 1090584716, 25237528)
(673720360, 1082952768, 1090628134, 25237528)
(673720360, 1082952768, 1090600112, 25237528)
(673720360, 1082952768, 1090623002, 25237528)
(673720360, 1717960704, 2566914048, 5000320)
(673720360, 1717960704, 3825238528, 5000320)
(673720360, 1717960704, 294125568, 1150386252)
(673720360, 1717960704, 8537248, 3248454)
(673720360, 1717960704, 549716608, 1175564544)
(673720360, 1717960704, 2147647588, 5000320)
(673720360, 1717960704, 13391104, 2184261890)
(673720360, 1717960704, 5948160, 5000320)
(673720360, 1717960704, 15755520, 2184261890)
(673720360, 1717960704, 5166848, 2184261890)
(673720360, 1717960704, 14974208, 5000320)
(673720360, 1717960704, 7531264, 2184261890)
(673720360, 1717960704, 14172416, 5000320)
(673720360, 1717960704, 2181042442, 1317048646)
(673720360, 1717960704, 3422556484, 8425736)
(673720360, 1717960704, 1209140160, 1218555968)
(673720360, 1717960704, 3224379720, 212902148)
(673720360, 1717960704, 1275204548, 1286709316)
(673720360, 1717960704, 3290444108, 144748800)
(673720360, 1717960704, 1077027784, 1082232904)
(673720360, 1717960704, 3356492096, 76579084)
(673720360, 1717960704, 41949442, 5000320)
(673720360, 1717960704, 2147648000, 5000320)
(673720360, 1717960704, 8520320, 3256576)
(673720360, 1717960704, 2155872256, 5000320)
(673720360, 1717960704, 549733536, 1175556422)
(673720360, 1717960704, 3825238116, 5000320)
(673720360, 1717960704, 1679393280, 5000320)
(673720360, 1717960704, 676659840, 1317056768)
(673720360, 1717960704, 135480480, 144740678)
(673720360, 1717960704, 1802340, 5000320)
(673720360, 1145315874, 1996549632, 12899592)
(673720360, 1145315874, 2684405248, 683934216)
(673720360, 1145315874, 1428309162, 2685604640)
(673720360, 1145315874, 1149370528, 2685604640)
(673720360, 1145315874, 545260228, 2685604640)
(673720360, 1145315874, 2152103968, 142754856)
(673720360, 1145315874, 7140608, 2685604640)
(673720360, 1145315874, 570429866, 9535496)
(673720360, 1145315874, 169084290, 679842848)
(673720360, 1145315874, 2685666600, 684769568)
(673720360, 1145315874, 167776642, 680624160)
(673720360, 1145315874, 2684358952, 683988256)
(673720360, 1145315874, 571737514, 8754184)
(673720360, 1145315874, 2283013376, 13680904)
(673720360, 1145315874, 1277178308, 148358656)
(673720360, 1145315874, 570464546, 1141377220)
(673720360, 1145315874, 102269190, 1141377220)
(673720360, 1145315874, 613419300, 2685604640)
(673720360, 1145315874, 34115842, 2685604640)
(673720360, 1145315874, 545265952, 1141377220)
(673720360, 1145315874, 638617894, 2685604640)
(673720360, 1145315874, 77070596, 1141377220)
(673720360, 1145315874, 2181070850, 1141377220)
(673720360, 1145315874, 41943170, 538022176)
(673720360, 1145315874, 33718914, 546509600)
(673720360, 1145315874, 2688861216, 679477288)
(673720360, 1145315874, 1686110436, 2685604640)
(673720360, 1145315874, 1150486560, 2685604640)
(673720360, 1145315874, 2153185320, 143901728)
(673720360, 1145315874, 2685486600, 685081088)
(673720360, 1145315874, 546376260, 2685604640)
(673720360, 101081184, 1862333952, 348700932)
(673720360, 101081184, 2214650368, 13117956)
(673720360, 101081184, 1160402082, 2418221840)
(673720360, 101081184, 1084359808, 2418221840)
(673720360, 101081184, 8659648, 2418221840)
(673720360, 101081184, 2153938948, 78268416)
(673720360, 101081184, 1879313888, 79940116)
(673720360, 101081184, 438345986, 1208222920)
(673720360, 101081184, 144975120, 2418221840)
(673720360, 101081184, 33850650, 1208222920)
(673720360, 101081184, 413147392, 1208222920)
(673720360, 101081184, 302022922, 2418221840)
(673720360, 101081184, 8652056, 1208222920)
(673720360, 101081184, 170173714, 2418221840)
(673720360, 101081184, 876658988, 2418221840)
(673720360, 101081184, 304619906, 9011216)
(673720360, 101081184, 2217222420, 14739728)
(673720360, 101081184, 100665750, 346138628)
(673720360, 101081184, 2418548992, 350284036)
(673720360, 101081184, 301992322, 10594320)
(673720360, 101081184, 2214594836, 13156624)
(673720360, 101081184, 103293334, 344555524)
(673720360, 101081184, 2147648000, 80366084)
(673720360, 101081184, 8520320, 2418221840)
(673720360, 101081184, 2155872256, 1208222920)
(673720360, 101081184, 1084499136, 2418221840)
(673720360, 101081184, 2220941316, 11020288)
(673720360, 101081184, 2215207440, 12691988)
(673720360, 101081184, 142942800, 2418221840)
(673720360, 101081184, 1218642960, 2418221840)
(673720360, 101081184, 2154496020, 77842448)
(673720360, 606356034, 2164267008, 205537420)
(673720360, 606356034, 3221267968, 205537420)
(673720360, 606356034, 25169928, 1083016272)
(673720360, 606356034, 77742208, 268796274)
(673720360, 606356034, 12591748, 1912702224)
(673720360, 606356034, 2150006848, 205537420)
(673720360, 606356034, 3489926464, 277381376)
(673720360, 606356034, 3758621040, 545557808)
(673720360, 606356034, 1073875920, 1887537248)
(673720360, 606356034, 4027319648, 813730080)
(673720360, 606356034, 1342574528, 1619364976)
(673720360, 606356034, 3221227856, 9209104)
(673720360, 606356034, 1611269104, 1351188544)
(673720360, 606356034, 444596482, 205537420)
(673720360, 606356034, 348143884, 2986410290)
(673720360, 606356034, 683688240, 2986410290)
(673720360, 606356034, 4375320, 205537420)
(673720360, 606356034, 1019232548, 205537420)
(673720360, 606356034, 339919628, 2986410290)
(673720360, 606356034, 12599576, 205537420)
(673720360, 606356034, 675463984, 2986410290)
(673720360, 606356034, 2449998082, 1384418626)
(673720360, 606356034, 2181070850, 1116474434)
(673720360, 606356034, 41943170, 2986410290)
(673720360, 606356034, 33718914, 847315250)
(673720360, 606356034, 3223626816, 205537420)
(673720360, 606356034, 81813636, 1376093522)
(673720360, 606356034, 69421200, 277121378)
(673720360, 606356034, 2588760, 205537420)
(673720360, 606356034, 1073849880, 205537420)
(673720360, 606356034, 4270740, 1921027328)
(673720360, 1176520224, 1426194600, 3289452868)
(673720360, 1176520224, 1437073410, 11632718)
(673720360, 1176520224, 1093276800, 3489989968)
