(1212696648, 2214626304, 715816960)
(1212696648, 771763712, 715816960)
(1212696648, 75498624, 715816960)
(1212696648, 69862442, 715816960)
(1212696648, 571220492, 715816960)
(1212696648, 136710182, 715816960)
(1212696648, 236981792, 715816960)
(1212696648, 604644362, 715816960)
(1212696648, 36438572, 715816960)
(1212696648, 671492102, 715816960)
(3422604288, 3221274624, 715816960)
(3422604288, 1621123232, 715816960)
(3422604288, 1207977984, 715816960)
(3422604288, 1107968522, 715816960)
(3422604288, 606610472, 715816960)
(3422604288, 109184642, 715816960)
(3422604288, 111150752, 715816960)
(3422604288, 604644362, 715816960)
(3422604288, 1109934632, 715816960)
(3422604288, 1619157122, 715816960)
(1149781128, 2151710784, 715816960)
(1149781128, 551559392, 715816960)
(1149781128, 138414144, 715816960)
(1149781128, 38404682, 715816960)
(1149781128, 539762732, 715816960)
(1149781128, 42336902, 715816960)
(1149781128, 48235232, 715816960)
(1149781128, 541728842, 715816960)
(1149781128, 36438572, 715816960)
(1149781128, 545661062, 715816960)
(213912768, 3221274624, 715816960)
(213912768, 1621123232, 715816960)
(213912768, 1074282504, 715816960)
(213912768, 1241664002, 715816960)
(213912768, 673458212, 715816960)
(213912768, 42336902, 715816960)
(213912768, 1778412032, 715816960)
(213912768, 1084375202, 715816960)
(213912768, 579084932, 715816960)
(213912768, 136710182, 715816960)
(2219344968, 2151710784, 715816960)
(2219344968, 551559392, 715816960)
(2219344968, 4718664, 715816960)
(2219344968, 172100162, 715816960)
(2219344968, 740305952, 715816960)
(2219344968, 109184642, 715816960)
(2219344968, 771763712, 715816960)
(2219344968, 77726882, 715816960)
(2219344968, 583017152, 715816960)
(2219344968, 140642402, 715816960)
(1616928864, 2415955968, 715816960)
(1616928864, 973093376, 715816960)
(1616928864, 276828288, 715816960)
(1616928864, 271192106, 715816960)
(1616928864, 839397896, 715816960)
(1616928864, 404887586, 715816960)
(1616928864, 170920496, 715816960)
(1616928864, 538583066, 715816960)
(1616928864, 37225016, 715816960)
(1616928864, 672278546, 715816960)
(1111638594, 2113961472, 715816960)
(1111638594, 3556824064, 715816960)
(1111638594, 1412060202, 715816960)
(1111638594, 1417696384, 715816960)
(1111638594, 281284804, 715816960)
(1111638594, 2420412484, 715816960)
(1111638594, 80741584, 715816960)
(1111638594, 2219869264, 715816960)
(1111638594, 3222585364, 715816960)
(1111638594, 1083457684, 715816960)
(1711302144, 2415955968, 715816960)
(1711302144, 815804576, 715816960)
(1711302144, 402659328, 715816960)
(1711302144, 302649866, 715816960)
(1711302144, 807940136, 715816960)
(1711302144, 310514306, 715816960)
(1711302144, 206572624, 715816960)
(1711302144, 2219869264, 715816960)
(1711302144, 3222585364, 715816960)
(1711302144, 1209288724, 715816960)
(1143096354, 1893757152, 715816960)
(1143096354, 3493908544, 715816960)
(1143096354, 1380602442, 715816960)
(1143096354, 1480611904, 715816960)
(1143096354, 470031364, 715816960)
(1143096354, 2483328004, 715816960)
(1143096354, 45089456, 715816960)
(1143096354, 538583066, 715816960)
(1143096354, 37225016, 715816960)
(1143096354, 546447506, 715816960)
