(43520, 27328)
(8840, 27328)
(2720, 27328)
(33320, 27328)
(49344, 27328)
(18504, 27328)
(3264, 27328)
(33864, 27328)
(24672, 27328)
(16962, 27328)
(26112, 27328)
(17442, 27328)
(12480, 27328)
(36960, 27328)
(23040, 27328)
(20490, 27328)
(12300, 27328)
(6180, 27328)
(38400, 27328)
(5250, 27328)
