(2852170240, 3233857728, 3938511552)
(2852170240, 213912768, 3938511552)
(2852170240, 2219344968, 3938511552)
(2852170240, 1616928864, 3938511552)
(2852170240, 1111638594, 3938511552)
(2852170240, 817901760, 3938511552)
(2852170240, 2422247520, 3938511552)
(2852170240, 806105100, 3938511552)
(2852170240, 405018660, 3938511552)
(2852170240, 2281736192, 3938511552)
(2852170240, 1220561088, 3938511552)
(2852170240, 3225993288, 3938511552)
(2852170240, 2227209408, 3938511552)
(2852170240, 206048328, 3938511552)
(2852170240, 1113604704, 3938511552)
(2852170240, 1614962754, 3938511552)
(2852170240, 2684395520, 3938511552)
(2852170240, 1623220416, 3938511552)
(2852170240, 3227566176, 3938511552)
(2852170240, 2428539072, 3938511552)
(2852170240, 811610208, 3938511552)
(2852170240, 1112031816, 3938511552)
(2852170240, 1212303426, 3938511552)
(2852170240, 671098880, 3938511552)
(2852170240, 604775436, 3938511552)
(2852170240, 203688996, 3938511552)
(2852170240, 403445772, 3938511552)
(2852170240, 807677988, 3938511552)
(2852170240, 109315716, 3938511552)
(2852170240, 2215019526, 3938511552)
(2852170240, 314577600, 3938511552)
(2852170240, 302780940, 3938511552)
(2852170240, 408950880, 3938511552)
(2852170240, 2418315300, 3938511552)
(2852170240, 113247936, 3938511552)
(2852170240, 103810608, 3938511552)
(2852170240, 608707656, 3938511552)
(2852170240, 2216199192, 3938511552)
(2852170240, 1108099596, 3938511552)
(2852170240, 1110458928, 3938511552)
(2852170240, 1619288196, 3938511552)
(2852170240, 1217415312, 3938511552)
(579347080, 1212696648, 3938511552)
(579347080, 213912768, 3938511552)
(579347080, 2219344968, 3938511552)
(579347080, 1616928864, 3938511552)
(579347080, 1111638594, 3938511552)
(579347080, 1509972480, 3938511552)
(579347080, 1342853130, 3938511552)
(579347080, 2516620800, 3938511552)
(579347080, 344069250, 3938511552)
(579347080, 2281736192, 3938511552)
(579347080, 3225993288, 3938511552)
(579347080, 1220561088, 3938511552)
(579347080, 206048328, 3938511552)
(579347080, 2227209408, 3938511552)
(579347080, 1113604704, 3938511552)
(579347080, 1614962754, 3938511552)
(579347080, 2149613600, 3938511552)
(579347080, 3762348096, 3938511552)
(579347080, 1088438496, 3938511552)
(579347080, 1245727296, 3938511552)
(579347080, 1078607946, 3938511552)
(579347080, 1476941832, 3938511552)
(579347080, 1375883778, 3938511552)
(579347080, 136316960, 3938511552)
(579347080, 738470916, 3938511552)
(579347080, 69993516, 3938511552)
(579347080, 2248443396, 3938511552)
(579347080, 75891846, 3938511552)
(579347080, 2491454592, 3938511552)
(579347080, 369235458, 3938511552)
(579347080, 3523269120, 3938511552)
(579347080, 503324160, 3938511552)
(579347080, 1344819240, 3938511552)
(579347080, 346035360, 3938511552)
(579347080, 81790176, 3938511552)
(579347080, 40895088, 3938511552)
(579347080, 71959626, 3938511552)
(579347080, 2153283672, 3938511552)
(579347080, 1076641836, 3938511552)
(579347080, 36962868, 3938511552)
(579347080, 1082540166, 3938511552)
(579347080, 143919252, 3938511552)
(178260640, 3233857728, 3938511552)
(178260640, 1212696648, 3938511552)
(178260640, 1616928864, 3938511552)
(178260640, 1711302144, 3938511552)
(178260640, 1143096354, 3938511552)
(178260640, 817901760, 3938511552)
(178260640, 2422247520, 3938511552)
(178260640, 2516620800, 3938511552)
(178260640, 344069250, 3938511552)
(178260640, 2148040712, 3938511552)
(178260640, 3359688768, 3938511552)
(178260640, 1086865608, 3938511552)
(178260640, 1648386624, 3938511552)
(178260640, 1080180834, 3938511552)
(178260640, 1679844384, 3938511552)
(178260640, 1174554114, 3938511552)
(178260640, 2684395520, 3938511552)
(178260640, 3227566176, 3938511552)
(178260640, 1623220416, 3938511552)
(178260640, 811610208, 3938511552)
(178260640, 2428539072, 3938511552)
(178260640, 1112031816, 3938511552)
(178260640, 1212303426, 3938511552)
(178260640, 537403400, 3938511552)
(178260640, 69993516, 3938511552)
(178260640, 738470916, 3938511552)
(178260640, 2248443396, 3938511552)
(178260640, 75891846, 3938511552)
(178260640, 2491454592, 3938511552)
(178260640, 369235458, 3938511552)
(178260640, 3321939456, 3938511552)
(178260640, 905983488, 3938511552)
(178260640, 1143489576, 3938511552)
(178260640, 344462472, 3938511552)
(178260640, 38535756, 3938511552)
