(673720360, 11184640, 3632812032)
(673720360, 2283938440, 3632812032)
(673720360, 2685012640, 3632812032)
(673720360, 679641640, 3632812032)
(673720360, 7500288, 3632812032)
(673720360, 575688738, 3632812032)
(673720360, 1077031488, 3632812032)
(673720360, 1645219938, 3632812032)
(673720360, 1879179888, 3632812032)
(673720360, 1377837138, 3632812032)
(673720360, 809648688, 3632812032)
(673720360, 308305938, 3632812032)
(579347080, 168468640, 3632812032)
(579347080, 2189568040, 3632812032)
(579347080, 2685012640, 3632812032)
(579347080, 679641640, 3632812032)
(579347080, 117600288, 3632812032)
(579347080, 622875138, 3632812032)
(579347080, 1124217888, 3632812032)
(579347080, 1629492738, 3632812032)
(579347080, 1879181088, 3632812032)
(579347080, 1377838338, 3632812032)
(579347080, 872563488, 3632812032)
(579347080, 371220738, 3632812032)
(2183692840, 168468640, 3632812032)
(2183692840, 2189568040, 3632812032)
(2183692840, 11184640, 3632812032)
(2183692840, 2283938440, 3632812032)
(2183692840, 218661072, 3632812032)
(2183692840, 2239760472, 3632812032)
(2183692840, 2176846872, 3632812032)
(2183692840, 155747472, 3632812032)
(2183692840, 14191872, 3632812032)
(2183692840, 2286945672, 3632812032)
(2183692840, 2349859272, 3632812032)
(2183692840, 77105472, 3632812032)
(168468640, 2283938440, 3632812032)
(168468640, 679641640, 3632812032)
(168468640, 272642760, 3632812032)
(168468640, 272668770, 3632812032)
(168468640, 1074840120, 3632812032)
(168468640, 1074817170, 3632812032)
(168468640, 1074803400, 3632812032)
(168468640, 1074829410, 3632812032)
(168468640, 272679480, 3632812032)
(168468640, 272656530, 3632812032)
(2189568040, 11184640, 3632812032)
(2189568040, 2685012640, 3632812032)
(2189568040, 843059400, 3632812032)
(2189568040, 274896960, 3632812032)
(2189568040, 1110491160, 3632812032)
(2189568040, 1611810960, 3632812032)
(2189568040, 7526400, 3632812032)
(2189568040, 575688840, 3632812032)
(2189568040, 1879181520, 3632812032)
(2189568040, 1377861720, 3632812032)
(11184640, 679641640, 3632812032)
(11184640, 335559720, 3632812032)
(11184640, 335582850, 3632812032)
(11184640, 2184970260, 3632812032)
(11184640, 680919060, 3632812032)
(11184640, 1090534440, 3632812032)
(11184640, 1090557570, 3632812032)
(11184640, 335594280, 3632812032)
(11184640, 335571330, 3632812032)
(2283938440, 2685012640, 3632812032)
(2283938440, 874519560, 3632812032)
(2283938440, 369267840, 3632812032)
(2283938440, 2149319220, 3632812032)
(2283938440, 143925270, 3632812032)
(2283938440, 117624960, 3632812032)
(2283938440, 622876680, 3632812032)
(2283938440, 1879182720, 3632812032)
(2283938440, 1377862920, 3632812032)
(2685012640, 268711980, 3632812032)
(2685012640, 268735110, 3632812032)
(2685012640, 268710540, 3632812032)
(2685012640, 268736550, 3632812032)
(2685012640, 2210530320, 3632812032)
(2685012640, 694682640, 3632812032)
(2685012640, 2352087360, 3632812032)
(2685012640, 647496000, 3632812032)
(679641640, 807671820, 3632812032)
(679641640, 302420100, 3632812032)
(679641640, 839127180, 3632812032)
(679641640, 270964740, 3632812032)
(679641640, 218636400, 3632812032)
(679641640, 2239758930, 3632812032)
(679641640, 14165760, 3632812032)
(679641640, 2286945570, 3632812032)
(3435921408, 4026593280, 3632812032)
(3435921408, 1352683680, 3632812032)
(3435921408, 1509972480, 3632812032)
(3435921408, 1342853130, 3632812032)
(1145342088, 4026593280, 3632812032)
(1145342088, 1352683680, 3632812032)
(1145342088, 1509972480, 3632812032)
(1145342088, 1342853130, 3632812032)
(1717960704, 4026593280, 3632812032)
(1717960704, 1352683680, 3632812032)
(1717960704, 1509972480, 3632812032)
(1717960704, 1342853130, 3632812032)
(1145315874, 4026593280, 3632812032)
(1145315874, 1352683680, 3632812032)
(1145315874, 1509972480, 3632812032)
(1145315874, 1342853130, 3632812032)
