rep20=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,20,21,22,23,18,19,24,25,28,29,31,30,27,26
rep21=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,20,21,24,25,28,29,18,19,22,23,27,26,31,30
rep22=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,20,21,24,25,28,29,22,23,18,19,31,30,27,26
rep23=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,20,21,24,25,28,29,30,31,26,27,23,22,19,18
rep24=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,18,17,19,24,26,25,27,28,30,29,31,21,23,20,22
rep25=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,18,19,17,20,22,23,21,24,26,27,25,29,31,30,28
rep26=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,18,19,17,20,22,23,21,28,30,31,29,25,27,26,24
rep27=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,18,19,17,24,26,27,25,28,30,31,29,21,23,22,20
rep28=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,20,17,21,18,22,19,23,24,28,25,29,27,31,26,30
rep29=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,20,17,21,24,28,25,29,18,22,19,23,27,31,26,30
rep31=0,1,2,3,4,5,6,7,8,9,10,11,16,17,18,19,12,13,15,14,22,23,21,20,28,29,31,30,26,27,25,24
rep32=0,1,2,3,4,5,6,7,8,9,10,11,16,17,18,19,12,13,15,14,24,25,27,26,28,29,31,30,20,21,23,22
rep33=0,1,2,3,4,5,6,7,8,9,10,11,16,17,18,19,12,14,15,13,20,22,23,21,24,26,27,25,28,30,31,29
rep34=0,1,2,3,4,5,6,7,8,9,10,11,16,17,18,19,12,14,15,13,20,22,23,21,28,30,31,29,24,26,27,25
rep35=0,1,2,3,4,5,6,7,8,9,10,11,16,17,18,19,12,14,15,13,24,26,27,25,28,30,31,29,20,22,23,21
rep36=0,1,2,3,4,5,6,7,8,9,10,11,16,17,18,19,12,14,15,13,24,26,27,25,29,31,30,28,21,23,22,20
rep37=0,1,2,3,4,5,6,7,8,9,11,10,14,15,13,12,16,18,20,22,17,19,21,23,24,26,29,31,27,25,30,28
rep38=0,1,2,3,4,5,6,7,8,9,11,10,14,15,13,12,16,18,20,22,19,17,23,21,24,26,29,31,25,27,28,30
rep39=0,1,2,3,4,5,6,7,8,9,11,10,14,15,13,12,16,18,22,20,19,17,21,23,24,26,31,29,25,27,30,28
rep40=0,1,2,3,4,5,6,7,8,9,11,10,14,15,13,12,16,18,24,26,17,19,25,27,20,22,29,31,23,21,30,28
rep41=0,1,2,3,4,5,6,7,8,9,11,10,14,15,13,12,16,20,18,22,19,23,17,21,24,28,27,31,25,29,26,30
rep42=0,1,2,3,4,5,6,7,8,9,11,10,14,15,13,12,16,20,22,18,23,19,17,21,24,28,31,27,29,25,26,30
rep43=0,1,2,3,4,5,6,7,8,9,11,10,14,15,13,12,16,24,18,26,19,27,17,25,20,28,23,31,21,29,22,30
rep44=0,1,2,3,4,5,6,7,8,9,12,13,14,15,10,11,16,24,18,26,28,20,30,22,17,25,21,29,31,23,27,19
rep45=0,1,2,3,4,5,6,7,8,10,12,14,11,9,15,13,16,20,19,23,22,18,21,17,24,31,29,26,25,30,28,27
rep46=0,1,2,3,4,5,7,6,8,9,12,13,14,15,11,10,16,18,24,26,20,22,29,31,21,23,27,25,19,17,28,30
rep47=0,1,2,3,4,5,7,6,8,9,12,13,14,15,11,10,16,18,24,26,22,20,31,29,21,23,27,25,17,19,30,28
rep48=0,1,2,3,4,5,7,6,8,9,12,13,14,15,11,10,16,18,24,26,22,20,31,29,23,21,25,27,19,17,28,30
rep49=0,1,2,3,4,5,7,6,8,9,12,13,14,15,11,10,16,18,26,24,22,20,29,31,21,23,25,27,17,19,28,30
rep50=0,1,2,3,4,5,7,6,8,9,12,13,14,15,11,10,16,24,18,26,20,28,23,31,21,29,17,25,19,27,22,30
rep51=0,1,2,3,4,5,7,6,8,9,12,13,14,15,11,10,16,24,26,18,28,20,23,31,21,29,25,17,27,19,22,30
rep52=0,1,2,3,4,5,7,6,8,9,12,13,14,15,11,10,16,24,26,18,28,20,23,31,29,21,17,25,19,27,30,22
rep53=0,1,2,3,4,5,7,6,8,10,12,14,16,18,21,23,9,13,11,15,24,28,27,31,25,30,29,26,20,19,17,22
rep54=0,1,2,3,4,5,7,6,8,16,10,18,12,20,15,23,9,24,11,26,13,28,14,31,25,17,27,19,29,21,30,22
rep55=0,1,2,3,4,5,7,6,8,16,10,18,12,20,15,23,9,24,11,26,14,31,13,28,25,17,27,19,30,22,29,21
rep56=0,1,2,3,4,5,7,6,8,16,10,18,12,20,15,23,9,24,13,28,14,31,11,26,17,25,21,29,22,30,19,27
rep57=0,1,2,3,4,5,7,6,8,16,10,18,12,20,15,23,9,24,13,28,14,31,11,26,25,17,29,21,30,22,27,19
rep58=0,1,2,3,4,5,7,6,8,16,10,18,12,20,15,23,9,26,13,30,11,24,14,29,17,27,21,31,19,25,22,28
rep59=0,1,2,3,4,5,7,6,8,16,10,18,12,20,15,23,9,26,13,30,14,29,11,24,17,27,21,31,22,28,19,25
rep60=0,1,2,3,4,5,8,9,6,7,12,13,14,15,10,11,16,19,17,18,20,23,27,24,21,22,28,31,29,30,26,25
rep61=0,1,2,3,4,5,8,9,6,10,11,7,16,28,19,31,12,14,15,13,20,22,25,27,18,29,30,17,24,23,26,21
rep62=0,1,2,3,4,5,8,9,6,10,11,7,16,28,19,31,12,14,15,13,20,22,25,27,29,18,17,30,23,24,21,26
rep63=0,1,2,3,4,5,8,9,6,10,11,7,16,28,19,31,12,14,15,13,21,23,24,26,18,29,30,17,25,22,27,20
rep64=0,1,2,3,4,5,8,9,6,10,11,7,16,28,19,31,12,14,15,13,21,23,24,26,29,18,17,30,22,25,20,27
rep65=0,1,2,3,4,5,8,9,6,10,16,28,7,11,31,19,12,14,20,22,13,15,27,25,17,30,29,18,21,26,23,24
rep66=0,1,2,3,4,5,8,9,6,10,16,28,7,11,31,19,12,14,20,22,15,13,25,27,17,30,29,18,23,24,21,26
rep67=0,1,2,3,4,5,8,9,6,10,16,28,7,11,31,19,12,14,21,23,15,13,24,26,20,27,25,22,18,29,17,30
rep68=0,1,2,3,4,5,8,9,6,16,10,28,13,27,15,25,7,20,12,31,11,24,14,29,18,22,23,19,17,21,26,30
rep69=0,1,2,3,4,5,8,9,6,16,10,28,13,27,15,25,7,31,12,20,14,22,11,19,23,24,18,29,17,30,26,21
rep70=0,1,2,3,4,5,8,9,6,16,10,28,15,25,13,27,7,20,14,29,12,31,11,24,21,17,18,22,19,23,26,30
rep71=0,1,2,3,4,6,8,10,5,12,16,25,7,13,28,22,9,15,17,23,11,14,29,24,26,20,21,27,30,19,31,18
rep72=0,1,2,3,4,6,8,10,5,12,16,25,7,13,28,22,9,15,24,30,11,14,20,17,27,21,29,19,31,18,23,26
rep73=0,1,2,3,4,6,8,10,5,12,16,25,13,7,22,28,9,14,19,20,15,11,27,31,24,23,21,26,18,30,17,29
rep74=0,1,2,4,3,8,16,28,5,10,25,17,18,23,31,29,6,20,13,24,19,11,9,22,27,7,14,21,26,12,30,15
rep75=0,1,2,4,3,8,16,28,5,10,26,18,17,20,31,29,6,21,24,12,22,15,25,7,14,19,13,23,9,30,27,11
rep1_inv=0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,24,27,26,29,28,31,30
rep2_inv=0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,20,23,22,26,27,24,25,31,30,29,28
rep3_inv=0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,20,23,22,29,28,31,30,24,25,26,27
rep4_inv=0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,28,29,30,31,20,21,22,23,24,25,26,27
rep5_inv=0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,18,23,22,20,21,31,30,28,29,24,25,27,26
rep6_inv=0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,18,28,29,31,30,20,21,23,22,24,25,27,26
rep7_inv=0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,26,27,18,19,24,25,20,21,30,31,22,23,28,29
rep8_inv=0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,19,17,18,28,31,29,30,20,23,21,22,24,27,25,26
rep9_inv=0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,19,17,18,31,28,30,29,20,23,21,22,27,24,26,25
rep10_inv=0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,25,17,24,18,27,19,26,20,29,21,28,22,31,23,30
rep11_inv=0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,31,17,30,18,29,19,28,20,27,21,26,22,25,23,24
rep12_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,18,19,22,23,20,21,31,30,29,28,24,25,26,27
rep13_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,18,19,29,28,31,30,20,21,22,23,24,25,26,27
rep14_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,19,18,20,21,23,22,24,25,27,26,29,28,30,31
rep15_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,19,18,20,21,23,22,27,26,24,25,30,31,29,28
rep16_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,19,18,23,22,20,21,30,31,29,28,24,25,27,26
rep17_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,19,18,29,28,30,31,20,21,23,22,24,25,27,26
rep30_inv=0,1,2,3,4,5,6,7,8,9,10,11,16,17,18,19,12,13,14,15,28,29,30,31,20,21,22,23,24,25,26,27
rep18_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,20,21,18,19,22,23,24,25,29,28,26,27,31,30
rep19_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,20,21,18,19,22,23,29,28,24,25,31,30,26,27
rep20_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,22,23,18,19,20,21,24,25,31,30,26,27,29,28
rep21_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,24,25,18,19,26,27,20,21,29,28,22,23,31,30
rep22_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,26,27,18,19,24,25,20,21,31,30,22,23,29,28
rep23_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,17,31,30,18,19,29,28,20,21,26,27,22,23,24,25
rep24_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,18,17,19,30,28,31,29,20,22,21,23,24,26,25,27
rep25_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,19,17,18,20,23,21,22,24,27,25,26,31,28,30,29
rep26_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,19,17,18,20,23,21,22,31,28,30,29,24,27,25,26
rep27_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,19,17,18,31,28,30,29,20,23,21,22,24,27,25,26
rep28_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,18,20,22,17,19,21,23,24,26,30,28,25,27,31,29
rep29_inv=0,1,2,3,4,5,6,7,8,9,10,11,13,12,15,14,16,18,24,26,17,19,25,27,20,22,30,28,21,23,31,29
rep31_inv=0,1,2,3,4,5,6,7,8,9,10,11,16,17,19,18,12,13,14,15,23,22,20,21,31,30,28,29,24,25,27,26
rep32_inv=0,1,2,3,4,5,6,7,8,9,10,11,16,17,19,18,12,13,14,15,28,29,31,30,20,21,23,22,24,25,27,26
rep33_inv=0,1,2,3,4,5,6,7,8,9,10,11,16,19,17,18,12,13,14,15,20,23,21,22,24,27,25,26,28,31,29,30
rep34_inv=0,1,2,3,4,5,6,7,8,9,10,11,16,19,17,18,12,13,14,15,20,23,21,22,28,31,29,30,24,27,25,26
rep35_inv=0,1,2,3,4,5,6,7,8,9,10,11,16,19,17,18,12,13,14,15,28,31,29,30,20,23,21,22,24,27,25,26
rep36_inv=0,1,2,3,4,5,6,7,8,9,10,11,16,19,17,18,12,13,14,15,31,28,30,29,20,23,21,22,27,24,26,25
rep37_inv=0,1,2,3,4,5,6,7,8,9,11,10,15,14,12,13,16,20,17,21,18,22,19,23,24,29,25,28,31,26,30,27
rep38_inv=0,1,2,3,4,5,6,7,8,9,11,10,15,14,12,13,16,21,17,20,18,23,19,22,24,28,25,29,30,26,31,27
rep39_inv=0,1,2,3,4,5,6,7,8,9,11,10,15,14,12,13,16,21,17,20,19,22,18,23,24,28,25,29,31,27,30,26
rep40_inv=0,1,2,3,4,5,6,7,8,9,11,10,15,14,12,13,16,20,17,21,24,29,25,28,18,22,19,23,31,26,30,27
rep41_inv=0,1,2,3,4,5,6,7,8,9,11,10,15,14,12,13,16,22,18,20,17,23,19,21,24,28,30,26,25,29,31,27
rep42_inv=0,1,2,3,4,5,6,7,8,9,11,10,15,14,12,13,16,22,19,21,17,23,18,20,24,29,30,27,25,28,31,26
rep43_inv=0,1,2,3,4,5,6,7,8,9,11,10,15,14,12,13,16,22,18,20,24,28,30,26,17,23,19,21,25,29,31,27
rep44_inv=0,1,2,3,4,5,6,7,8,9,14,15,10,11,12,13,16,24,18,31,21,26,23,29,17,25,19,30,20,27,22,28
rep45_inv=0,1,2,3,4,5,6,7,8,13,9,12,10,15,11,14,16,23,21,18,17,22,20,19,24,28,27,31,30,26,29,25
rep46_inv=0,1,2,3,4,5,7,6,8,9,15,14,10,11,12,13,16,29,17,28,20,24,21,25,18,27,19,26,30,22,31,23
rep47_inv=0,1,2,3,4,5,7,6,8,9,15,14,10,11,12,13,16,28,17,29,21,24,20,25,18,27,19,26,31,23,30,22
rep48_inv=0,1,2,3,4,5,7,6,8,9,15,14,10,11,12,13,16,29,17,28,21,25,20,24,18,26,19,27,30,23,31,22
rep49_inv=0,1,2,3,4,5,7,6,8,9,15,14,10,11,12,13,16,28,17,29,21,24,20,25,19,26,18,27,30,22,31,23
rep50_inv=0,1,2,3,4,5,7,6,8,9,15,14,10,11,12,13,16,26,18,28,20,24,30,22,17,27,19,29,21,25,31,23
rep51_inv=0,1,2,3,4,5,7,6,8,9,15,14,10,11,12,13,16,27,19,29,21,24,30,22,17,26,18,28,20,25,31,23
rep52_inv=0,1,2,3,4,5,7,6,8,9,15,14,10,11,12,13,16,26,19,28,21,25,31,22,17,27,18,29,20,24,30,23
rep53_inv=0,1,2,3,4,5,7,6,8,16,9,18,10,17,11,19,12,30,13,29,28,14,31,15,20,24,27,22,21,26,25,23
rep54_inv=0,1,2,3,4,5,7,6,8,16,10,18,12,20,22,14,9,25,11,27,13,29,31,15,17,24,19,26,21,28,30,23
rep55_inv=0,1,2,3,4,5,7,6,8,16,10,18,12,22,20,14,9,25,11,27,13,31,29,15,17,24,19,26,23,30,28,21
rep56_inv=0,1,2,3,4,5,7,6,8,16,10,22,12,18,20,14,9,24,11,30,13,26,28,15,17,25,23,31,19,27,29,21
rep57_inv=0,1,2,3,4,5,7,6,8,16,10,22,12,18,20,14,9,25,11,31,13,27,29,15,17,24,23,30,19,26,28,21
rep58_inv=0,1,2,3,4,5,7,6,8,16,10,20,12,18,22,14,9,24,11,28,13,26,30,15,21,29,17,25,31,23,19,27
rep59_inv=0,1,2,3,4,5,7,6,8,16,10,22,12,18,20,14,9,24,11,30,13,26,28,15,23,31,17,25,29,21,19,27
rep60_inv=0,1,2,3,4,5,8,9,6,7,14,15,10,11,12,13,16,18,19,17,20,24,25,21,23,31,30,22,26,28,29,27
rep61_inv=0,1,2,3,4,5,8,11,6,7,9,10,16,19,17,18,12,27,24,14,20,31,21,29,28,22,30,23,13,25,26,15
rep62_inv=0,1,2,3,4,5,8,11,6,7,9,10,16,19,17,18,12,26,25,14,20,30,21,28,29,22,31,23,13,24,27,15
rep63_inv=0,1,2,3,4,5,8,11,6,7,9,10,16,19,17,18,12,27,24,14,31,20,29,21,22,28,23,30,13,25,26,15
rep64_inv=0,1,2,3,4,5,8,11,6,7,9,10,16,19,17,18,12,26,25,14,30,20,28,21,22,29,23,31,13,24,27,15
rep65_inv=0,1,2,3,4,5,8,12,6,7,9,13,16,20,17,21,10,24,27,15,18,28,19,30,31,23,29,22,11,26,25,14
rep66_inv=0,1,2,3,4,5,8,12,6,7,9,13,16,21,17,20,10,24,27,15,18,30,19,28,29,22,31,23,11,26,25,14
rep67_inv=0,1,2,3,4,5,8,12,6,7,9,13,16,21,17,20,10,30,28,15,24,18,27,19,22,26,23,25,11,29,31,14
rep68_inv=0,1,2,3,4,5,8,16,6,7,10,20,18,12,22,14,9,28,24,27,17,29,25,26,21,15,30,13,11,23,31,19
rep69_inv=0,1,2,3,4,5,8,16,6,7,10,22,18,12,20,14,9,28,26,23,19,31,21,24,25,15,30,13,11,27,29,17
rep70_inv=0,1,2,3,4,5,8,16,6,7,10,22,20,14,18,12,9,25,26,28,17,24,27,29,23,13,30,15,11,19,31,21
rep71_inv=0,1,2,3,4,8,5,12,6,16,7,20,9,13,21,17,10,18,31,29,25,26,15,19,23,11,24,27,14,22,28,30
rep72_inv=0,1,2,3,4,8,5,12,6,16,7,20,9,13,21,17,10,23,29,27,22,25,15,30,18,11,31,24,14,26,19,28
rep73_inv=0,1,2,3,4,8,5,13,6,16,7,21,9,12,17,20,10,30,28,18,19,26,14,25,24,11,27,22,15,31,29,23
rep74_inv=0,1,2,4,3,8,16,25,5,22,9,21,29,18,26,31,6,11,12,20,17,27,23,13,19,10,28,24,7,15,30,14
rep75_inv=0,1,2,4,3,8,16,23,5,28,9,31,19,26,24,21,6,12,11,25,13,17,20,27,18,22,10,30,7,15,29,14
keccak=0,5,10,11,20,17,22,23,9,12,3,2,13,8,15,14,18,21,24,27,6,1,4,7,26,29,16,19,30,25,28,31
Ascon=4,11,31,20,26,21,9,2,27,5,8,18,29,3,6,28,30,19,7,14,0,13,17,24,16,12,1,25,22,10,15,23
Fides_S5=1,0,25,26,17,29,21,27,20,5,4,23,14,18,2,28,15,8,6,3,13,7,24,16,30,9,31,10,22,12,11,19
SC2000_S5=20,26,7,31,19,12,10,15,22,30,13,14,4,24,9,18,27,11,1,21,6,16,2,28,23,5,8,3,0,17,29,25
icepole=31,5,10,11,20,17,22,23,9,12,3,2,13,8,15,14,18,21,24,27,6,1,4,7,26,29,16,19,30,25,28,0
APN_S0=0,1,2,4,3,6,8,16,5,10,15,27,19,29,31,20,7,18,25,21,12,14,24,28,26,11,23,13,30,9,17,22
APN_S1=0,1,2,4,3,8,13,16,5,11,21,31,23,15,19,30,6,28,29,9,24,27,14,18,10,17,12,26,7,25,20,22
APN_S2=0,1,2,4,3,8,13,16,5,17,28,27,30,14,24,10,6,19,11,20,31,29,12,21,18,26,15,25,7,22,23,9
APN_S3=0,1,2,4,3,8,16,28,5,10,25,17,18,23,31,29,6,20,13,24,19,11,9,22,27,7,14,21,26,12,30,15
APN_S4=0,1,2,4,3,8,16,28,5,10,26,18,17,20,31,29,6,21,24,12,22,15,25,7,14,19,13,23,9,30,27,11
keccak_inv=0,21,11,10,22,1,20,23,13,8,2,3,9,12,15,14,26,5,16,27,4,17,6,7,18,29,24,19,30,25,28,31
Ascon_inv=20,26,7,13,0,9,14,18,10,6,29,1,25,21,19,30,24,22,11,17,3,5,28,31,23,27,4,8,15,12,16,2
Fides_S5_inv=1,0,14,19,10,9,18,21,17,25,27,30,29,20,12,16,23,4,13,31,8,6,28,11,22,2,3,7,15,5,24,26
SC2000_S5_inv=28,18,22,27,12,25,20,2,26,14,6,17,5,10,11,7,21,29,15,4,0,19,8,24,13,31,1,16,23,30,9,3
icepole_inv=31,21,11,10,22,1,20,23,13,8,2,3,9,12,15,14,26,5,16,27,4,17,6,7,18,29,24,19,30,25,28,0
APN_S0_inv=0,1,2,4,3,8,5,16,6,29,9,25,20,27,21,10,7,30,17,12,15,19,31,26,22,18,24,11,23,13,28,14
APN_S1_inv=0,1,2,4,3,8,16,28,5,19,24,9,26,6,22,13,7,25,23,14,30,10,31,12,20,29,27,21,17,18,15,11
APN_S2_inv=0,1,2,4,3,8,16,28,5,31,15,18,22,6,13,26,7,9,24,17,19,23,29,30,14,27,25,11,10,21,12,20
APN_S3_inv=0,1,2,4,3,8,16,25,5,22,9,21,29,18,26,31,6,11,12,20,17,27,23,13,19,10,28,24,7,15,30,14
APN_S4_inv=0,1,2,4,3,8,16,23,5,28,9,31,19,26,24,21,6,12,11,25,13,17,20,27,18,22,10,30,7,15,29,14
Cl.1=0,1,2,3,4,6,7,8,5,9,16,12,21,26,29,30,10,18,24,13,27,17,20,31,14,11,23,19,22,28,15,25
Cl.2=0,1,2,3,4,6,7,8,5,12,16,26,28,18,29,13,9,21,30,25,10,27,20,22,14,19,23,31,17,24,11,15
Cl.3=0,1,2,3,4,6,7,8,5,16,18,29,9,15,28,26,10,30,20,19,23,31,24,11,12,22,27,17,13,21,14,25
Cl.4=0,1,2,3,4,6,8,11,5,9,16,18,12,17,28,23,7,31,21,19,10,26,14,29,30,25,27,22,24,13,15,20
Cl.5=0,1,2,3,4,6,8,11,5,12,16,24,15,21,17,20,7,23,9,18,14,19,25,30,31,10,28,22,13,26,27,29
Cl.6=0,1,2,3,4,6,8,12,5,7,16,27,26,15,28,18,9,14,22,17,20,31,24,21,13,29,10,19,25,23,11,30
Cl.7=0,1,2,3,4,6,8,12,5,9,16,24,31,10,17,20,7,21,28,22,15,29,14,27,25,19,11,23,13,26,30,18
Cl.8=0,1,2,3,4,6,8,12,5,9,16,31,18,17,15,23,7,24,10,29,21,27,11,28,25,30,14,22,26,19,20,13
Cl.9=0,1,2,3,4,6,8,12,5,10,16,27,25,19,22,11,7,18,30,13,24,21,28,15,31,9,26,29,23,17,20,14
Cl.10=0,1,2,3,4,6,8,12,5,11,16,25,18,10,19,29,7,17,30,21,31,24,13,14,27,22,26,9,20,23,28,15
Cl.11=0,1,2,3,4,6,8,12,5,11,16,24,22,26,9,19,7,23,10,13,31,18,20,29,27,30,28,15,14,17,21,25
Cl.12=0,1,2,3,4,6,8,12,5,13,16,23,17,18,24,11,7,29,21,27,25,9,22,10,31,14,15,20,19,30,28,26
Cl.13=0,1,2,3,4,6,8,12,5,14,16,26,10,27,23,31,7,24,11,28,20,17,9,18,25,21,13,30,15,22,29,19
Cl.14=0,1,2,3,4,6,8,12,5,16,13,23,25,21,26,14,7,17,20,28,29,19,11,9,15,10,31,24,27,18,30,22
Cl.15=0,1,2,3,4,6,8,12,5,16,21,26,31,22,18,10,7,24,17,13,30,14,19,27,20,9,23,25,11,29,15,28
Cl.16=0,1,2,3,4,6,8,16,5,10,20,29,7,31,27,13,9,25,15,18,19,14,22,26,21,17,11,12,30,28,23,24
Cl.17=0,1,2,4,3,6,8,16,5,10,15,27,19,29,31,20,7,18,25,21,12,14,24,28,26,11,23,13,30,9,17,22
Cl.1_inv=0,1,2,3,4,8,5,6,7,9,16,25,11,19,24,30,10,21,17,27,22,12,28,26,18,31,13,20,29,14,15,23
Cl.2_inv=0,1,2,3,4,8,5,6,7,16,20,30,9,15,24,31,10,28,13,25,22,17,23,26,29,19,11,21,12,14,18,27
Cl.3_inv=0,1,2,3,4,8,5,6,7,12,16,23,24,28,30,13,9,27,10,19,18,29,25,20,22,31,15,26,14,11,17,21
Cl.4_inv=0,1,2,3,4,8,5,16,6,9,20,7,12,29,22,30,10,13,11,19,31,18,27,15,28,25,21,26,14,23,24,17
Cl.5_inv=0,1,2,3,4,8,5,16,6,18,25,7,9,28,20,12,10,14,19,21,15,13,27,17,11,22,29,30,26,31,23,24
Cl.6_inv=0,1,2,3,4,8,5,9,6,16,26,30,7,24,17,13,10,19,15,27,20,23,18,29,22,28,12,11,14,25,31,21
Cl.7_inv=0,1,2,3,4,8,5,16,6,9,13,26,7,28,22,20,10,14,31,25,15,17,19,27,11,24,29,23,18,21,30,12
Cl.8_inv=0,1,2,3,4,8,5,16,6,9,18,22,7,31,26,14,10,13,12,29,30,20,27,15,17,24,28,21,23,19,25,11
Cl.9_inv=0,1,2,3,4,8,5,16,6,25,9,15,7,19,31,23,10,29,17,13,30,21,14,28,20,12,26,11,22,27,18,24
Cl.10_inv=0,1,2,3,4,8,5,16,6,27,13,9,7,22,23,31,10,17,12,14,28,19,25,29,21,11,26,24,30,15,18,20
Cl.11_inv=0,1,2,3,4,8,5,16,6,14,18,9,7,19,28,27,10,29,21,15,22,30,12,17,11,31,13,24,26,23,25,20
Cl.12_inv=0,1,2,3,4,8,5,16,6,21,23,15,7,9,25,26,10,12,13,28,27,18,22,11,14,20,31,19,30,17,29,24
Cl.13_inv=0,1,2,3,4,8,5,16,6,22,12,18,7,26,9,28,10,21,23,31,20,25,29,14,17,24,11,13,19,30,27,15
